"","Date","Respondent","Code","Type","Timezone","Value","Units"
"3521",2021-08-09,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","804610","megawatthours"
"3522",2021-08-09,"Tennessee Valley Authority","TVA","Demand","Eastern","550493","megawatthours"
"3523",2021-08-10,"Duke Energy Progress East","CPLE","Demand","Eastern","214308","megawatthours"
"3524",2021-08-10,"Duke Energy Carolinas","DUK","Demand","Eastern","367290","megawatthours"
"3525",2021-08-10,"New York Independent System Operator","NYIS","Demand","Eastern","533246","megawatthours"
"3526",2021-08-10,"PJM Interconnection, LLC","PJM","Demand","Eastern","2749349","megawatthours"
"3527",2021-08-10,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","820943","megawatthours"
"3528",2021-08-10,"Tennessee Valley Authority","TVA","Demand","Eastern","578860","megawatthours"
"3529",2021-08-11,"Duke Energy Progress East","CPLE","Demand","Eastern","226176","megawatthours"
"3530",2021-08-11,"Duke Energy Carolinas","DUK","Demand","Eastern","364513","megawatthours"
"3531",2021-08-11,"New York Independent System Operator","NYIS","Demand","Eastern","576272","megawatthours"
"3532",2021-08-11,"PJM Interconnection, LLC","PJM","Demand","Eastern","2790918","megawatthours"
"3533",2021-08-11,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","781927","megawatthours"
"3534",2021-08-11,"Tennessee Valley Authority","TVA","Demand","Eastern","580922","megawatthours"
"3535",2021-08-12,"Duke Energy Progress East","CPLE","Demand","Eastern","231785","megawatthours"
"3536",2021-08-12,"Duke Energy Carolinas","DUK","Demand","Eastern","367211","megawatthours"
"3537",2021-08-12,"New York Independent System Operator","NYIS","Demand","Eastern","591527","megawatthours"
"3538",2021-08-12,"PJM Interconnection, LLC","PJM","Demand","Eastern","2906092","megawatthours"
"3539",2021-08-12,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","788016","megawatthours"
"3540",2021-08-12,"Tennessee Valley Authority","TVA","Demand","Eastern","562736","megawatthours"
"3541",2021-08-13,"Duke Energy Progress East","CPLE","Demand","Eastern","231233","megawatthours"
"3542",2021-08-13,"Duke Energy Carolinas","DUK","Demand","Eastern","376948","megawatthours"
"3543",2021-08-13,"New York Independent System Operator","NYIS","Demand","Eastern","600360","megawatthours"
"3544",2021-08-13,"PJM Interconnection, LLC","PJM","Demand","Eastern","2838016","megawatthours"
"3545",2021-08-13,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","810241","megawatthours"
"3546",2021-08-13,"Tennessee Valley Authority","TVA","Demand","Eastern","532104","megawatthours"
"3547",2021-08-14,"Duke Energy Progress East","CPLE","Demand","Eastern","212844","megawatthours"
"3548",2021-08-14,"Duke Energy Carolinas","DUK","Demand","Eastern","334676","megawatthours"
"3549",2021-08-14,"New York Independent System Operator","NYIS","Demand","Eastern","530336","megawatthours"
"3550",2021-08-14,"PJM Interconnection, LLC","PJM","Demand","Eastern","2503033","megawatthours"
"3551",2021-08-14,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","771031","megawatthours"
"3552",2021-08-14,"Tennessee Valley Authority","TVA","Demand","Eastern","504888","megawatthours"
"3553",2021-08-15,"Duke Energy Progress East","CPLE","Demand","Eastern","194006","megawatthours"
"3554",2021-08-15,"Duke Energy Carolinas","DUK","Demand","Eastern","302436","megawatthours"
"3555",2021-08-15,"New York Independent System Operator","NYIS","Demand","Eastern","440552","megawatthours"
"3556",2021-08-15,"PJM Interconnection, LLC","PJM","Demand","Eastern","2197037","megawatthours"
"3557",2021-08-15,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","718482","megawatthours"
"3558",2021-08-15,"Tennessee Valley Authority","TVA","Demand","Eastern","461808","megawatthours"
"3559",2021-08-16,"Duke Energy Progress East","CPLE","Demand","Eastern","203332","megawatthours"
"3560",2021-08-16,"Duke Energy Carolinas","DUK","Demand","Eastern","326820","megawatthours"
"3561",2021-08-16,"New York Independent System Operator","NYIS","Demand","Eastern","472967","megawatthours"
"3562",2021-08-16,"PJM Interconnection, LLC","PJM","Demand","Eastern","2409539","megawatthours"
"3563",2021-08-16,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","728982","megawatthours"
"3564",2021-08-16,"Tennessee Valley Authority","TVA","Demand","Eastern","492318","megawatthours"
"3565",2021-08-17,"Duke Energy Progress East","CPLE","Demand","Eastern","199329","megawatthours"
"3566",2021-08-17,"Duke Energy Carolinas","DUK","Demand","Eastern","321377","megawatthours"
"3567",2021-08-17,"New York Independent System Operator","NYIS","Demand","Eastern","494718","megawatthours"
"3568",2021-08-17,"PJM Interconnection, LLC","PJM","Demand","Eastern","2541638","megawatthours"
"3569",2021-08-17,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","727578","megawatthours"
"3570",2021-08-17,"Tennessee Valley Authority","TVA","Demand","Eastern","495446","megawatthours"
"3571",2021-08-18,"Duke Energy Progress East","CPLE","Demand","Eastern","215436","megawatthours"
"3572",2021-08-18,"Duke Energy Carolinas","DUK","Demand","Eastern","355546","megawatthours"
"3573",2021-08-18,"New York Independent System Operator","NYIS","Demand","Eastern","516433","megawatthours"
"3574",2021-08-18,"PJM Interconnection, LLC","PJM","Demand","Eastern","2684264","megawatthours"
"3575",2021-08-18,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","800116","megawatthours"
"3576",2021-08-18,"Tennessee Valley Authority","TVA","Demand","Eastern","504350","megawatthours"
"3577",2021-08-19,"Duke Energy Progress East","CPLE","Demand","Eastern","227265","megawatthours"
"3578",2021-08-19,"Duke Energy Carolinas","DUK","Demand","Eastern","364611","megawatthours"
"3579",2021-08-19,"New York Independent System Operator","NYIS","Demand","Eastern","543100","megawatthours"
"3580",2021-08-19,"PJM Interconnection, LLC","PJM","Demand","Eastern","2737077","megawatthours"
"3581",2021-08-19,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","798013","megawatthours"
"3582",2021-08-19,"Tennessee Valley Authority","TVA","Demand","Eastern","495957","megawatthours"
"3583",2021-08-20,"Duke Energy Progress East","CPLE","Demand","Eastern","206780","megawatthours"
"3584",2021-08-20,"Duke Energy Carolinas","DUK","Demand","Eastern","350097","megawatthours"
"3585",2021-08-20,"New York Independent System Operator","NYIS","Demand","Eastern","525709","megawatthours"
"3586",2021-08-20,"PJM Interconnection, LLC","PJM","Demand","Eastern","2620306","megawatthours"
"3587",2021-08-20,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","768714","megawatthours"
"3588",2021-08-20,"Tennessee Valley Authority","TVA","Demand","Eastern","504942","megawatthours"
"3589",2021-08-21,"Duke Energy Progress East","CPLE","Demand","Eastern","193396","megawatthours"
"3590",2021-08-21,"Duke Energy Carolinas","DUK","Demand","Eastern","325971","megawatthours"
"3591",2021-08-21,"New York Independent System Operator","NYIS","Demand","Eastern","500330","megawatthours"
"3592",2021-08-21,"PJM Interconnection, LLC","PJM","Demand","Eastern","2479707","megawatthours"
"3593",2021-08-21,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","723578","megawatthours"
"3594",2021-08-21,"Tennessee Valley Authority","TVA","Demand","Eastern","478896","megawatthours"
"3595",2021-08-22,"Duke Energy Progress East","CPLE","Demand","Eastern","188675","megawatthours"
"3596",2021-08-22,"Duke Energy Carolinas","DUK","Demand","Eastern","323113","megawatthours"
"3597",2021-08-22,"New York Independent System Operator","NYIS","Demand","Eastern","474030","megawatthours"
"3598",2021-08-22,"PJM Interconnection, LLC","PJM","Demand","Eastern","2412171","megawatthours"
"3599",2021-08-22,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","737855","megawatthours"
"3600",2021-08-22,"Tennessee Valley Authority","TVA","Demand","Eastern","504318","megawatthours"
"3601",2021-08-23,"Duke Energy Progress East","CPLE","Demand","Eastern","208682","megawatthours"
"3602",2021-08-23,"Duke Energy Carolinas","DUK","Demand","Eastern","359857","megawatthours"
"3603",2021-08-23,"New York Independent System Operator","NYIS","Demand","Eastern","514700","megawatthours"
"3604",2021-08-23,"PJM Interconnection, LLC","PJM","Demand","Eastern","2723579","megawatthours"
"3605",2021-08-23,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","807515","megawatthours"
"3606",2021-08-23,"Tennessee Valley Authority","TVA","Demand","Eastern","543337","megawatthours"
"3607",2021-08-24,"Duke Energy Progress East","CPLE","Demand","Eastern","219341","megawatthours"
"3608",2021-08-24,"Duke Energy Carolinas","DUK","Demand","Eastern","376776","megawatthours"
"3609",2021-08-24,"New York Independent System Operator","NYIS","Demand","Eastern","545593","megawatthours"
"3610",2021-08-24,"PJM Interconnection, LLC","PJM","Demand","Eastern","2882541","megawatthours"
"3611",2021-08-24,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","823050","megawatthours"
"3612",2021-08-24,"Tennessee Valley Authority","TVA","Demand","Eastern","562620","megawatthours"
"3613",2021-08-25,"Duke Energy Progress East","CPLE","Demand","Eastern","218230","megawatthours"
"3614",2021-08-25,"Duke Energy Carolinas","DUK","Demand","Eastern","376294","megawatthours"
"3615",2021-08-25,"New York Independent System Operator","NYIS","Demand","Eastern","565729","megawatthours"
"3616",2021-08-25,"PJM Interconnection, LLC","PJM","Demand","Eastern","2855448","megawatthours"
"3617",2021-08-25,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","817512","megawatthours"
"3618",2021-08-25,"Tennessee Valley Authority","TVA","Demand","Eastern","565880","megawatthours"
"3619",2021-08-26,"Duke Energy Progress East","CPLE","Demand","Eastern","216866","megawatthours"
"3620",2021-08-26,"Duke Energy Carolinas","DUK","Demand","Eastern","364033","megawatthours"
"3621",2021-08-26,"New York Independent System Operator","NYIS","Demand","Eastern","598650","megawatthours"
"3622",2021-08-26,"PJM Interconnection, LLC","PJM","Demand","Eastern","2875969","megawatthours"
"3623",2021-08-26,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","789519","megawatthours"
"3624",2021-08-26,"Tennessee Valley Authority","TVA","Demand","Eastern","566244","megawatthours"
"3625",2021-08-27,"Duke Energy Progress East","CPLE","Demand","Eastern","215432","megawatthours"
"3626",2021-08-27,"Duke Energy Carolinas","DUK","Demand","Eastern","362051","megawatthours"
"3627",2021-08-27,"New York Independent System Operator","NYIS","Demand","Eastern","583902","megawatthours"
"3628",2021-08-27,"PJM Interconnection, LLC","PJM","Demand","Eastern","2875697","megawatthours"
"3629",2021-08-27,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","777824","megawatthours"
"3630",2021-08-27,"Tennessee Valley Authority","TVA","Demand","Eastern","555067","megawatthours"
"3631",2021-08-28,"Duke Energy Progress East","CPLE","Demand","Eastern","212772","megawatthours"
"3632",2021-08-28,"Duke Energy Carolinas","DUK","Demand","Eastern","349115","megawatthours"
"3633",2021-08-28,"New York Independent System Operator","NYIS","Demand","Eastern","471359","megawatthours"
"3634",2021-08-28,"PJM Interconnection, LLC","PJM","Demand","Eastern","2641486","megawatthours"
"3635",2021-08-28,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","738690","megawatthours"
"3636",2021-08-28,"Tennessee Valley Authority","TVA","Demand","Eastern","527256","megawatthours"
"3637",2021-08-29,"Duke Energy Progress East","CPLE","Demand","Eastern","210895","megawatthours"
"3638",2021-08-29,"Duke Energy Carolinas","DUK","Demand","Eastern","340893","megawatthours"
"3639",2021-08-29,"New York Independent System Operator","NYIS","Demand","Eastern","444715","megawatthours"
"3640",2021-08-29,"PJM Interconnection, LLC","PJM","Demand","Eastern","2489737","megawatthours"
"3641",2021-08-29,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","723450","megawatthours"
"3642",2021-08-29,"Tennessee Valley Authority","TVA","Demand","Eastern","515629","megawatthours"
"3643",2021-08-30,"Duke Energy Progress East","CPLE","Demand","Eastern","221253","megawatthours"
"3644",2021-08-30,"Duke Energy Carolinas","DUK","Demand","Eastern","365499","megawatthours"
"3645",2021-08-30,"New York Independent System Operator","NYIS","Demand","Eastern","528948","megawatthours"
"3646",2021-08-30,"PJM Interconnection, LLC","PJM","Demand","Eastern","2690516","megawatthours"
"3647",2021-08-30,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","731195","megawatthours"
"3648",2021-08-30,"Tennessee Valley Authority","TVA","Demand","Eastern","489203","megawatthours"
"3649",2021-08-31,"Duke Energy Progress East","CPLE","Demand","Eastern","217729","megawatthours"
"3650",2021-08-31,"Duke Energy Carolinas","DUK","Demand","Eastern","346194","megawatthours"
"3651",2021-08-31,"New York Independent System Operator","NYIS","Demand","Eastern","508719","megawatthours"
"3652",2021-08-31,"PJM Interconnection, LLC","PJM","Demand","Eastern","2547978","megawatthours"
"3653",2021-08-31,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","705819","megawatthours"
"3654",2021-08-31,"Tennessee Valley Authority","TVA","Demand","Eastern","453241","megawatthours"
"3655",2021-09-01,"Duke Energy Progress East","CPLE","Demand","Eastern","209956","megawatthours"
"3656",2021-09-01,"Duke Energy Carolinas","DUK","Demand","Eastern","327265","megawatthours"
"3657",2021-09-01,"New York Independent System Operator","NYIS","Demand","Eastern","455094","megawatthours"
"3658",2021-09-01,"PJM Interconnection, LLC","PJM","Demand","Eastern","2377452","megawatthours"
"3659",2021-09-01,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","759364","megawatthours"
"3660",2021-09-01,"Tennessee Valley Authority","TVA","Demand","Eastern","474631","megawatthours"
"3661",2021-09-02,"Duke Energy Progress East","CPLE","Demand","Eastern","178929","megawatthours"
"3662",2021-09-02,"Duke Energy Carolinas","DUK","Demand","Eastern","301785","megawatthours"
"3663",2021-09-02,"New York Independent System Operator","NYIS","Demand","Eastern","404896","megawatthours"
"3664",2021-09-02,"PJM Interconnection, LLC","PJM","Demand","Eastern","2148572","megawatthours"
"3665",2021-09-02,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","743368","megawatthours"
"3666",2021-09-02,"Tennessee Valley Authority","TVA","Demand","Eastern","462905","megawatthours"
"3667",2021-09-03,"Duke Energy Progress East","CPLE","Demand","Eastern","159002","megawatthours"
"3668",2021-09-03,"Duke Energy Carolinas","DUK","Demand","Eastern","275347","megawatthours"
"3669",2021-09-03,"New York Independent System Operator","NYIS","Demand","Eastern","394874","megawatthours"
"3670",2021-09-03,"PJM Interconnection, LLC","PJM","Demand","Eastern","2043715","megawatthours"
"3671",2021-09-03,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","702673","megawatthours"
"3672",2021-09-03,"Tennessee Valley Authority","TVA","Demand","Eastern","445193","megawatthours"
"3673",2021-09-04,"Duke Energy Progress East","CPLE","Demand","Eastern","153684","megawatthours"
"3674",2021-09-04,"Duke Energy Carolinas","DUK","Demand","Eastern","260478","megawatthours"
"3675",2021-09-04,"New York Independent System Operator","NYIS","Demand","Eastern","381463","megawatthours"
"3676",2021-09-04,"PJM Interconnection, LLC","PJM","Demand","Eastern","1952406","megawatthours"
"3677",2021-09-04,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","652759","megawatthours"
"3678",2021-09-04,"Tennessee Valley Authority","TVA","Demand","Eastern","435817","megawatthours"
"3679",2021-09-05,"Duke Energy Progress East","CPLE","Demand","Eastern","161442","megawatthours"
"3680",2021-09-05,"Duke Energy Carolinas","DUK","Demand","Eastern","268766","megawatthours"
"3681",2021-09-05,"New York Independent System Operator","NYIS","Demand","Eastern","390216","megawatthours"
