"","Date","Respondent","Code","Type","Timezone","Value","Units"
"4393",2022-01-02,"Duke Energy Progress East","CPLE","Demand","Eastern","126433","megawatthours"
"4394",2022-01-02,"Duke Energy Carolinas","DUK","Demand","Eastern","219596","megawatthours"
"4395",2022-01-02,"New York Independent System Operator","NYIS","Demand","Eastern","382944","megawatthours"
"4396",2022-01-02,"PJM Interconnection, LLC","PJM","Demand","Eastern","1912482","megawatthours"
"4397",2022-01-02,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","524452","megawatthours"
"4398",2022-01-02,"Tennessee Valley Authority","TVA","Demand","Eastern","382905","megawatthours"
"4399",2022-01-03,"Duke Energy Progress East","CPLE","Demand","Eastern","162941","megawatthours"
"4400",2022-01-03,"Duke Energy Carolinas","DUK","Demand","Eastern","277476","megawatthours"
"4401",2022-01-03,"New York Independent System Operator","NYIS","Demand","Eastern","448996","megawatthours"
"4402",2022-01-03,"PJM Interconnection, LLC","PJM","Demand","Eastern","2388676","megawatthours"
"4403",2022-01-03,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","700717","megawatthours"
"4404",2022-01-03,"Tennessee Valley Authority","TVA","Demand","Eastern","528168","megawatthours"
"4405",2022-01-04,"Duke Energy Progress East","CPLE","Demand","Eastern","208381","megawatthours"
"4406",2022-01-04,"Duke Energy Carolinas","DUK","Demand","Eastern","340544","megawatthours"
"4407",2022-01-04,"New York Independent System Operator","NYIS","Demand","Eastern","453310","megawatthours"
"4408",2022-01-04,"PJM Interconnection, LLC","PJM","Demand","Eastern","2491029","megawatthours"
"4409",2022-01-04,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","757226","megawatthours"
"4410",2022-01-04,"Tennessee Valley Authority","TVA","Demand","Eastern","533603","megawatthours"
"4411",2022-01-05,"Duke Energy Progress East","CPLE","Demand","Eastern","180060","megawatthours"
"4412",2022-01-05,"Duke Energy Carolinas","DUK","Demand","Eastern","300593","megawatthours"
"4413",2022-01-05,"New York Independent System Operator","NYIS","Demand","Eastern","438027","megawatthours"
"4414",2022-01-05,"PJM Interconnection, LLC","PJM","Demand","Eastern","2436149","megawatthours"
"4415",2022-01-05,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","661410","megawatthours"
"4416",2022-01-05,"Tennessee Valley Authority","TVA","Demand","Eastern","470169","megawatthours"
"4417",2022-01-06,"Duke Energy Progress East","CPLE","Demand","Eastern","168698","megawatthours"
"4418",2022-01-06,"Duke Energy Carolinas","DUK","Demand","Eastern","296953","megawatthours"
"4419",2022-01-06,"New York Independent System Operator","NYIS","Demand","Eastern","435247","megawatthours"
"4420",2022-01-06,"PJM Interconnection, LLC","PJM","Demand","Eastern","2481862","megawatthours"
"4421",2022-01-06,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","665400","megawatthours"
"4422",2022-01-06,"Tennessee Valley Authority","TVA","Demand","Eastern","549094","megawatthours"
"4423",2022-01-07,"Duke Energy Progress East","CPLE","Demand","Eastern","184779","megawatthours"
"4424",2022-01-07,"Duke Energy Carolinas","DUK","Demand","Eastern","329942","megawatthours"
"4425",2022-01-07,"New York Independent System Operator","NYIS","Demand","Eastern","452261","megawatthours"
"4426",2022-01-07,"PJM Interconnection, LLC","PJM","Demand","Eastern","2628676","megawatthours"
"4427",2022-01-07,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","747796","megawatthours"
"4428",2022-01-07,"Tennessee Valley Authority","TVA","Demand","Eastern","607074","megawatthours"
"4429",2022-01-08,"Duke Energy Progress East","CPLE","Demand","Eastern","211947","megawatthours"
"4430",2022-01-08,"Duke Energy Carolinas","DUK","Demand","Eastern","337475","megawatthours"
"4431",2022-01-08,"New York Independent System Operator","NYIS","Demand","Eastern","439824","megawatthours"
"4432",2022-01-08,"PJM Interconnection, LLC","PJM","Demand","Eastern","2528951","megawatthours"
"4433",2022-01-08,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","709071","megawatthours"
"4434",2022-01-08,"Tennessee Valley Authority","TVA","Demand","Eastern","534753","megawatthours"
"4435",2022-01-09,"Duke Energy Progress East","CPLE","Demand","Eastern","163237","megawatthours"
"4436",2022-01-09,"Duke Energy Carolinas","DUK","Demand","Eastern","280626","megawatthours"
"4437",2022-01-09,"New York Independent System Operator","NYIS","Demand","Eastern","422709","megawatthours"
"4438",2022-01-09,"PJM Interconnection, LLC","PJM","Demand","Eastern","2306427","megawatthours"
"4439",2022-01-09,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","589293","megawatthours"
"4440",2022-01-09,"Tennessee Valley Authority","TVA","Demand","Eastern","437694","megawatthours"
"4441",2022-01-10,"Duke Energy Progress East","CPLE","Demand","Eastern","170606","megawatthours"
"4442",2022-01-10,"Duke Energy Carolinas","DUK","Demand","Eastern","303716","megawatthours"
"4443",2022-01-10,"New York Independent System Operator","NYIS","Demand","Eastern","455889","megawatthours"
"4444",2022-01-10,"PJM Interconnection, LLC","PJM","Demand","Eastern","2536071","megawatthours"
"4445",2022-01-10,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","656001","megawatthours"
"4446",2022-01-10,"Tennessee Valley Authority","TVA","Demand","Eastern","521631","megawatthours"
"4447",2022-01-11,"Duke Energy Progress East","CPLE","Demand","Eastern","218317","megawatthours"
"4448",2022-01-11,"Duke Energy Carolinas","DUK","Demand","Eastern","344629","megawatthours"
"4449",2022-01-11,"New York Independent System Operator","NYIS","Demand","Eastern","486958","megawatthours"
"4450",2022-01-11,"PJM Interconnection, LLC","PJM","Demand","Eastern","2706226","megawatthours"
"4451",2022-01-11,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","754096","megawatthours"
"4452",2022-01-11,"Tennessee Valley Authority","TVA","Demand","Eastern","530897","megawatthours"
"4453",2022-01-12,"Duke Energy Progress East","CPLE","Demand","Eastern","216088","megawatthours"
"4454",2022-01-12,"Duke Energy Carolinas","DUK","Demand","Eastern","348954","megawatthours"
"4455",2022-01-12,"New York Independent System Operator","NYIS","Demand","Eastern","465751","megawatthours"
"4456",2022-01-12,"PJM Interconnection, LLC","PJM","Demand","Eastern","2521240","megawatthours"
"4457",2022-01-12,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","747295","megawatthours"
"4458",2022-01-12,"Tennessee Valley Authority","TVA","Demand","Eastern","503859","megawatthours"
"4459",2022-01-13,"Duke Energy Progress East","CPLE","Demand","Eastern","197960","megawatthours"
"4460",2022-01-13,"Duke Energy Carolinas","DUK","Demand","Eastern","334828","megawatthours"
"4461",2022-01-13,"New York Independent System Operator","NYIS","Demand","Eastern","432684","megawatthours"
"4462",2022-01-13,"PJM Interconnection, LLC","PJM","Demand","Eastern","2363900","megawatthours"
"4463",2022-01-13,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","698455","megawatthours"
"4464",2022-01-13,"Tennessee Valley Authority","TVA","Demand","Eastern","464313","megawatthours"
"4465",2022-01-14,"Duke Energy Progress East","CPLE","Demand","Eastern","179120","megawatthours"
"4466",2022-01-14,"Duke Energy Carolinas","DUK","Demand","Eastern","305854","megawatthours"
"4467",2022-01-14,"New York Independent System Operator","NYIS","Demand","Eastern","440947","megawatthours"
"4468",2022-01-14,"PJM Interconnection, LLC","PJM","Demand","Eastern","2364529","megawatthours"
"4469",2022-01-14,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","668094","megawatthours"
"4470",2022-01-14,"Tennessee Valley Authority","TVA","Demand","Eastern","474727","megawatthours"
"4471",2022-01-15,"Duke Energy Progress East","CPLE","Demand","Eastern","202314","megawatthours"
"4472",2022-01-15,"Duke Energy Carolinas","DUK","Demand","Eastern","322377","megawatthours"
"4473",2022-01-15,"New York Independent System Operator","NYIS","Demand","Eastern","472953","megawatthours"
"4474",2022-01-15,"PJM Interconnection, LLC","PJM","Demand","Eastern","2506754","megawatthours"
"4475",2022-01-15,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","654666","megawatthours"
"4476",2022-01-15,"Tennessee Valley Authority","TVA","Demand","Eastern","468384","megawatthours"
"4477",2022-01-16,"Duke Energy Progress East","CPLE","Demand","Eastern","219714","megawatthours"
"4478",2022-01-16,"Duke Energy Carolinas","DUK","Demand","Eastern","363113","megawatthours"
"4479",2022-01-16,"New York Independent System Operator","NYIS","Demand","Eastern","461701","megawatthours"
"4480",2022-01-16,"PJM Interconnection, LLC","PJM","Demand","Eastern","2575437","megawatthours"
"4481",2022-01-16,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","729928","megawatthours"
"4482",2022-01-16,"Tennessee Valley Authority","TVA","Demand","Eastern","511817","megawatthours"
"4483",2022-01-17,"Duke Energy Progress East","CPLE","Demand","Eastern","208227","megawatthours"
"4484",2022-01-17,"Duke Energy Carolinas","DUK","Demand","Eastern","344089","megawatthours"
"4485",2022-01-17,"New York Independent System Operator","NYIS","Demand","Eastern","446764","megawatthours"
"4486",2022-01-17,"PJM Interconnection, LLC","PJM","Demand","Eastern","2508708","megawatthours"
"4487",2022-01-17,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","790573","megawatthours"
"4488",2022-01-17,"Tennessee Valley Authority","TVA","Demand","Eastern","562128","megawatthours"
"4489",2022-01-18,"Duke Energy Progress East","CPLE","Demand","Eastern","214778","megawatthours"
"4490",2022-01-18,"Duke Energy Carolinas","DUK","Demand","Eastern","351760","megawatthours"
"4491",2022-01-18,"New York Independent System Operator","NYIS","Demand","Eastern","455428","megawatthours"
"4492",2022-01-18,"PJM Interconnection, LLC","PJM","Demand","Eastern","2527143","megawatthours"
"4493",2022-01-18,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","785819","megawatthours"
"4494",2022-01-18,"Tennessee Valley Authority","TVA","Demand","Eastern","529240","megawatthours"
"4495",2022-01-19,"Duke Energy Progress East","CPLE","Demand","Eastern","202143","megawatthours"
"4496",2022-01-19,"Duke Energy Carolinas","DUK","Demand","Eastern","334023","megawatthours"
"4497",2022-01-19,"New York Independent System Operator","NYIS","Demand","Eastern","446006","megawatthours"
"4498",2022-01-19,"PJM Interconnection, LLC","PJM","Demand","Eastern","2438369","megawatthours"
"4499",2022-01-19,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","699679","megawatthours"
"4500",2022-01-19,"Tennessee Valley Authority","TVA","Demand","Eastern","475960","megawatthours"
"4501",2022-01-20,"Duke Energy Progress East","CPLE","Demand","Eastern","179686","megawatthours"
"4502",2022-01-20,"Duke Energy Carolinas","DUK","Demand","Eastern","326559","megawatthours"
"4503",2022-01-20,"New York Independent System Operator","NYIS","Demand","Eastern","451197","megawatthours"
"4504",2022-01-20,"PJM Interconnection, LLC","PJM","Demand","Eastern","2524587","megawatthours"
"4505",2022-01-20,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","694388","megawatthours"
"4506",2022-01-20,"Tennessee Valley Authority","TVA","Demand","Eastern","577974","megawatthours"
"4507",2022-01-21,"Duke Energy Progress East","CPLE","Demand","Eastern","253258","megawatthours"
"4508",2022-01-21,"Duke Energy Carolinas","DUK","Demand","Eastern","382460","megawatthours"
"4509",2022-01-21,"New York Independent System Operator","NYIS","Demand","Eastern","483931","megawatthours"
"4510",2022-01-21,"PJM Interconnection, LLC","PJM","Demand","Eastern","2774704","megawatthours"
"4511",2022-01-21,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","841339","megawatthours"
"4512",2022-01-21,"Tennessee Valley Authority","TVA","Demand","Eastern","622348","megawatthours"
"4513",2022-01-22,"Duke Energy Progress East","CPLE","Demand","Eastern","257531","megawatthours"
"4514",2022-01-22,"Duke Energy Carolinas","DUK","Demand","Eastern","369365","megawatthours"
"4515",2022-01-22,"New York Independent System Operator","NYIS","Demand","Eastern","463056","megawatthours"
"4516",2022-01-22,"PJM Interconnection, LLC","PJM","Demand","Eastern","2649728","megawatthours"
"4517",2022-01-22,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","803932","megawatthours"
"4518",2022-01-22,"Tennessee Valley Authority","TVA","Demand","Eastern","587189","megawatthours"
"4519",2022-01-23,"Duke Energy Progress East","CPLE","Demand","Eastern","243075","megawatthours"
"4520",2022-01-23,"Duke Energy Carolinas","DUK","Demand","Eastern","350394","megawatthours"
"4521",2022-01-23,"New York Independent System Operator","NYIS","Demand","Eastern","438048","megawatthours"
"4522",2022-01-23,"PJM Interconnection, LLC","PJM","Demand","Eastern","2480143","megawatthours"
"4523",2022-01-23,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","810204","megawatthours"
"4524",2022-01-23,"Tennessee Valley Authority","TVA","Demand","Eastern","535374","megawatthours"
"4525",2022-01-24,"Duke Energy Progress East","CPLE","Demand","Eastern","212059","megawatthours"
"4526",2022-01-24,"Duke Energy Carolinas","DUK","Demand","Eastern","331438","megawatthours"
"4527",2022-01-24,"New York Independent System Operator","NYIS","Demand","Eastern","459578","megawatthours"
"4528",2022-01-24,"PJM Interconnection, LLC","PJM","Demand","Eastern","2547796","megawatthours"
"4529",2022-01-24,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","765383","megawatthours"
"4530",2022-01-24,"Tennessee Valley Authority","TVA","Demand","Eastern","506379","megawatthours"
"4531",2022-01-25,"Duke Energy Progress East","CPLE","Demand","Eastern","194046","megawatthours"
"4532",2022-01-25,"Duke Energy Carolinas","DUK","Demand","Eastern","306914","megawatthours"
"4533",2022-01-25,"New York Independent System Operator","NYIS","Demand","Eastern","450540","megawatthours"
"4534",2022-01-25,"PJM Interconnection, LLC","PJM","Demand","Eastern","2517321","megawatthours"
"4535",2022-01-25,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","680173","megawatthours"
"4536",2022-01-25,"Tennessee Valley Authority","TVA","Demand","Eastern","489846","megawatthours"
"4537",2022-01-26,"Duke Energy Progress East","CPLE","Demand","Eastern","209204","megawatthours"
"4538",2022-01-26,"Duke Energy Carolinas","DUK","Demand","Eastern","325392","megawatthours"
"4539",2022-01-26,"New York Independent System Operator","NYIS","Demand","Eastern","470414","megawatthours"
"4540",2022-01-26,"PJM Interconnection, LLC","PJM","Demand","Eastern","2712817","megawatthours"
"4541",2022-01-26,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","727359","megawatthours"
"4542",2022-01-26,"Tennessee Valley Authority","TVA","Demand","Eastern","572725","megawatthours"
"4543",2022-01-27,"Duke Energy Progress East","CPLE","Demand","Eastern","232830","megawatthours"
"4544",2022-01-27,"Duke Energy Carolinas","DUK","Demand","Eastern","364055","megawatthours"
"4545",2022-01-27,"New York Independent System Operator","NYIS","Demand","Eastern","477551","megawatthours"
"4546",2022-01-27,"PJM Interconnection, LLC","PJM","Demand","Eastern","2737778","megawatthours"
"4547",2022-01-27,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","752050","megawatthours"
"4548",2022-01-27,"Tennessee Valley Authority","TVA","Demand","Eastern","546938","megawatthours"
"4549",2022-01-28,"Duke Energy Progress East","CPLE","Demand","Eastern","222290","megawatthours"
"4550",2022-01-28,"Duke Energy Carolinas","DUK","Demand","Eastern","347402","megawatthours"
"4551",2022-01-28,"New York Independent System Operator","NYIS","Demand","Eastern","463408","megawatthours"
"4552",2022-01-28,"PJM Interconnection, LLC","PJM","Demand","Eastern","2582334","megawatthours"
"4553",2022-01-28,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","765602","megawatthours"
"4554",2022-01-28,"Tennessee Valley Authority","TVA","Demand","Eastern","530272","megawatthours"
"4555",2022-01-29,"Duke Energy Progress East","CPLE","Demand","Eastern","230761","megawatthours"
"4556",2022-01-29,"Duke Energy Carolinas","DUK","Demand","Eastern","358263","megawatthours"
"4557",2022-01-29,"New York Independent System Operator","NYIS","Demand","Eastern","472203","megawatthours"
"4558",2022-01-29,"PJM Interconnection, LLC","PJM","Demand","Eastern","2669855","megawatthours"
"4559",2022-01-29,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","835404","megawatthours"
"4560",2022-01-29,"Tennessee Valley Authority","TVA","Demand","Eastern","583502","megawatthours"
"4561",2022-01-30,"Duke Energy Progress East","CPLE","Demand","Eastern","236190","megawatthours"
"4562",2022-01-30,"Duke Energy Carolinas","DUK","Demand","Eastern","361652","megawatthours"
"4563",2022-01-30,"New York Independent System Operator","NYIS","Demand","Eastern","464368","megawatthours"
"4564",2022-01-30,"PJM Interconnection, LLC","PJM","Demand","Eastern","2608449","megawatthours"
"4565",2022-01-30,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","776764","megawatthours"
"4566",2022-01-30,"Tennessee Valley Authority","TVA","Demand","Eastern","510267","megawatthours"
"4567",2022-01-31,"Duke Energy Progress East","CPLE","Demand","Eastern","212852","megawatthours"
"4568",2022-01-31,"Duke Energy Carolinas","DUK","Demand","Eastern","342648","megawatthours"
"4569",2022-01-31,"New York Independent System Operator","NYIS","Demand","Eastern","472752","megawatthours"
"4570",2022-01-31,"PJM Interconnection, LLC","PJM","Demand","Eastern","2625786","megawatthours"
"4571",2022-01-31,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","714216","megawatthours"
"4572",2022-01-31,"Tennessee Valley Authority","TVA","Demand","Eastern","500369","megawatthours"
"4573",2022-02-01,"Duke Energy Progress East","CPLE","Demand","Eastern","202767","megawatthours"
"4574",2022-02-01,"Duke Energy Carolinas","DUK","Demand","Eastern","333760","megawatthours"
"4575",2022-02-01,"New York Independent System Operator","NYIS","Demand","Eastern","458322","megawatthours"
"4576",2022-02-01,"PJM Interconnection, LLC","PJM","Demand","Eastern","2520786","megawatthours"
"4577",2022-02-01,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","699029","megawatthours"
"4578",2022-02-01,"Tennessee Valley Authority","TVA","Demand","Eastern","469350","megawatthours"
"4579",2022-02-02,"Duke Energy Progress East","CPLE","Demand","Eastern","192443","megawatthours"
"4580",2022-02-02,"Duke Energy Carolinas","DUK","Demand","Eastern","335379","megawatthours"
"4581",2022-02-02,"New York Independent System Operator","NYIS","Demand","Eastern","435492","megawatthours"
"4582",2022-02-02,"PJM Interconnection, LLC","PJM","Demand","Eastern","2440623","megawatthours"
"4583",2022-02-02,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","640406","megawatthours"
"4584",2022-02-02,"Tennessee Valley Authority","TVA","Demand","Eastern","448544","megawatthours"
"4585",2022-02-03,"Duke Energy Progress East","CPLE","Demand","Eastern","149300","megawatthours"
"4586",2022-02-03,"Duke Energy Carolinas","DUK","Demand","Eastern","299070","megawatthours"
"4587",2022-02-03,"New York Independent System Operator","NYIS","Demand","Eastern","435333","megawatthours"
"4588",2022-02-03,"PJM Interconnection, LLC","PJM","Demand","Eastern","2342533","megawatthours"
"4589",2022-02-03,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","601907","megawatthours"
"4590",2022-02-03,"Tennessee Valley Authority","TVA","Demand","Eastern","467199","megawatthours"
"4591",2022-02-04,"Duke Energy Progress East","CPLE","Demand","Eastern","137431","megawatthours"
"4592",2022-02-04,"Duke Energy Carolinas","DUK","Demand","Eastern","262907","megawatthours"
"4593",2022-02-04,"New York Independent System Operator","NYIS","Demand","Eastern","450497","megawatthours"
"4594",2022-02-04,"PJM Interconnection, LLC","PJM","Demand","Eastern","2346013","megawatthours"
"4595",2022-02-04,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","660220","megawatthours"
"4596",2022-02-04,"Tennessee Valley Authority","TVA","Demand","Eastern","545967","megawatthours"
"4597",2022-02-05,"Duke Energy Progress East","CPLE","Demand","Eastern","165507","megawatthours"
"4598",2022-02-05,"Duke Energy Carolinas","DUK","Demand","Eastern","303244","megawatthours"
"4599",2022-02-05,"New York Independent System Operator","NYIS","Demand","Eastern","448858","megawatthours"
"4600",2022-02-05,"PJM Interconnection, LLC","PJM","Demand","Eastern","2468596","megawatthours"
"4601",2022-02-05,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","753209","megawatthours"
"4602",2022-02-05,"Tennessee Valley Authority","TVA","Demand","Eastern","561354","megawatthours"
"4603",2022-02-06,"Duke Energy Progress East","CPLE","Demand","Eastern","201909","megawatthours"
"4604",2022-02-06,"Duke Energy Carolinas","DUK","Demand","Eastern","332150","megawatthours"
"4605",2022-02-06,"New York Independent System Operator","NYIS","Demand","Eastern","446185","megawatthours"
"4606",2022-02-06,"PJM Interconnection, LLC","PJM","Demand","Eastern","2454652","megawatthours"
"4607",2022-02-06,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","734590","megawatthours"
"4608",2022-02-06,"Tennessee Valley Authority","TVA","Demand","Eastern","524430","megawatthours"
"4609",2022-02-07,"Duke Energy Progress East","CPLE","Demand","Eastern","209706","megawatthours"
"4610",2022-02-07,"Duke Energy Carolinas","DUK","Demand","Eastern","350873","megawatthours"
"4611",2022-02-07,"New York Independent System Operator","NYIS","Demand","Eastern","451630","megawatthours"
"4612",2022-02-07,"PJM Interconnection, LLC","PJM","Demand","Eastern","2504718","megawatthours"
"4613",2022-02-07,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","740437","megawatthours"
"4614",2022-02-07,"Tennessee Valley Authority","TVA","Demand","Eastern","526987","megawatthours"
"4615",2022-02-08,"Duke Energy Progress East","CPLE","Demand","Eastern","197036","megawatthours"
"4616",2022-02-08,"Duke Energy Carolinas","DUK","Demand","Eastern","325553","megawatthours"
"4617",2022-02-08,"New York Independent System Operator","NYIS","Demand","Eastern","436570","megawatthours"
"4618",2022-02-08,"PJM Interconnection, LLC","PJM","Demand","Eastern","2458365","megawatthours"
"4619",2022-02-08,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","733637","megawatthours"
"4620",2022-02-08,"Tennessee Valley Authority","TVA","Demand","Eastern","510321","megawatthours"
"4621",2022-02-09,"Duke Energy Progress East","CPLE","Demand","Eastern","197867","megawatthours"
"4622",2022-02-09,"Duke Energy Carolinas","DUK","Demand","Eastern","323703","megawatthours"
"4623",2022-02-09,"New York Independent System Operator","NYIS","Demand","Eastern","427932","megawatthours"
"4624",2022-02-09,"PJM Interconnection, LLC","PJM","Demand","Eastern","2349409","megawatthours"
"4625",2022-02-09,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","728831","megawatthours"
"4626",2022-02-09,"Tennessee Valley Authority","TVA","Demand","Eastern","468055","megawatthours"
"4627",2022-02-10,"Duke Energy Progress East","CPLE","Demand","Eastern","176491","megawatthours"
"4628",2022-02-10,"Duke Energy Carolinas","DUK","Demand","Eastern","298821","megawatthours"
"4629",2022-02-10,"New York Independent System Operator","NYIS","Demand","Eastern","418997","megawatthours"
"4630",2022-02-10,"PJM Interconnection, LLC","PJM","Demand","Eastern","2258786","megawatthours"
"4631",2022-02-10,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","679399","megawatthours"
"4632",2022-02-10,"Tennessee Valley Authority","TVA","Demand","Eastern","450008","megawatthours"
"4633",2022-02-11,"Duke Energy Progress East","CPLE","Demand","Eastern","160699","megawatthours"
"4634",2022-02-11,"Duke Energy Carolinas","DUK","Demand","Eastern","283125","megawatthours"
"4635",2022-02-11,"New York Independent System Operator","NYIS","Demand","Eastern","405937","megawatthours"
"4636",2022-02-11,"PJM Interconnection, LLC","PJM","Demand","Eastern","2214007","megawatthours"
"4637",2022-02-11,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","642527","megawatthours"
"4638",2022-02-11,"Tennessee Valley Authority","TVA","Demand","Eastern","430367","megawatthours"
"4639",2022-02-12,"Duke Energy Progress East","CPLE","Demand","Eastern","144351","megawatthours"
"4640",2022-02-12,"Duke Energy Carolinas","DUK","Demand","Eastern","248644","megawatthours"
"4641",2022-02-12,"New York Independent System Operator","NYIS","Demand","Eastern","383488","megawatthours"
"4642",2022-02-12,"PJM Interconnection, LLC","PJM","Demand","Eastern","2060992","megawatthours"
"4643",2022-02-12,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","584382","megawatthours"
"4644",2022-02-12,"Tennessee Valley Authority","TVA","Demand","Eastern","430661","megawatthours"
"4645",2022-02-13,"Duke Energy Progress East","CPLE","Demand","Eastern","159404","megawatthours"
"4646",2022-02-13,"Duke Energy Carolinas","DUK","Demand","Eastern","276856","megawatthours"
"4647",2022-02-13,"New York Independent System Operator","NYIS","Demand","Eastern","418603","megawatthours"
"4648",2022-02-13,"PJM Interconnection, LLC","PJM","Demand","Eastern","2299625","megawatthours"
"4649",2022-02-13,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","637207","megawatthours"
"4650",2022-02-13,"Tennessee Valley Authority","TVA","Demand","Eastern","501286","megawatthours"
"4651",2022-02-14,"Duke Energy Progress East","CPLE","Demand","Eastern","199728","megawatthours"
"4652",2022-02-14,"Duke Energy Carolinas","DUK","Demand","Eastern","332553","megawatthours"
"4653",2022-02-14,"New York Independent System Operator","NYIS","Demand","Eastern","470508","megawatthours"
"4654",2022-02-14,"PJM Interconnection, LLC","PJM","Demand","Eastern","2629075","megawatthours"
"4655",2022-02-14,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","736626","megawatthours"
"4656",2022-02-14,"Tennessee Valley Authority","TVA","Demand","Eastern","515830","megawatthours"
"4657",2022-02-15,"Duke Energy Progress East","CPLE","Demand","Eastern","202000","megawatthours"
"4658",2022-02-15,"Duke Energy Carolinas","DUK","Demand","Eastern","330087","megawatthours"
"4659",2022-02-15,"New York Independent System Operator","NYIS","Demand","Eastern","472536","megawatthours"
"4660",2022-02-15,"PJM Interconnection, LLC","PJM","Demand","Eastern","2591791","megawatthours"
"4661",2022-02-15,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","703154","megawatthours"
"4662",2022-02-15,"Tennessee Valley Authority","TVA","Demand","Eastern","476607","megawatthours"
"4663",2022-02-16,"Duke Energy Progress East","CPLE","Demand","Eastern","178419","megawatthours"
"4664",2022-02-16,"Duke Energy Carolinas","DUK","Demand","Eastern","309178","megawatthours"
"4665",2022-02-16,"New York Independent System Operator","NYIS","Demand","Eastern","443515","megawatthours"
"4666",2022-02-16,"PJM Interconnection, LLC","PJM","Demand","Eastern","2331343","megawatthours"
"4667",2022-02-16,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","621927","megawatthours"
"4668",2022-02-16,"Tennessee Valley Authority","TVA","Demand","Eastern","416912","megawatthours"
"4669",2022-02-17,"Duke Energy Progress East","CPLE","Demand","Eastern","144664","megawatthours"
"4670",2022-02-17,"Duke Energy Carolinas","DUK","Demand","Eastern","266342","megawatthours"
"4671",2022-02-17,"New York Independent System Operator","NYIS","Demand","Eastern","409066","megawatthours"
"4672",2022-02-17,"PJM Interconnection, LLC","PJM","Demand","Eastern","2137426","megawatthours"
"4673",2022-02-17,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","573571","megawatthours"
"4674",2022-02-17,"Tennessee Valley Authority","TVA","Demand","Eastern","392225","megawatthours"
"4675",2022-02-18,"Duke Energy Progress East","CPLE","Demand","Eastern","136371","megawatthours"
"4676",2022-02-18,"Duke Energy Carolinas","DUK","Demand","Eastern","253504","megawatthours"
"4677",2022-02-18,"New York Independent System Operator","NYIS","Demand","Eastern","414991","megawatthours"
"4678",2022-02-18,"PJM Interconnection, LLC","PJM","Demand","Eastern","2244575","megawatthours"
"4679",2022-02-18,"Southern Company Services, Inc. - Trans","SOCO","Demand","Eastern","615137","megawatthours"
"4680",2022-02-18,"Tennessee Valley Authority","TVA","Demand","Eastern","490550","megawatthours"
"4681",2022-02-19,"Duke Energy Progress East","CPLE","Demand","Eastern","157550","megawatthours"
"4682",2022-02-19,"Duke Energy Carolinas","DUK","Demand","Eastern","289382","megawatthours"
